pm25,co,dew,humidity,no2,o3,pm10,pressure,so2,temperature,wind-gust,wind-speed,year_month,Date
30,7.6,4.5,76,12,14.9,11,1033,0.9,9,6.2,2.5,Jan-19,01/01/2019
33,10,1,75,16.5,14.2,14,1041.4,0.6,5.5,5.1,2.2,Jan-19,02/01/2019
42,10.6,1,74.4,21.3,10.7,15,1041.6,0.7,5,2.9,1.2,Jan-19,03/01/2019
72,11.8,1,76,25.2,4.3,28,1041,1.3,3.3,3.1,1.5,Jan-19,04/01/2019
63,10.4,1,76.6,20.6,8.4,22,1037.6,1.1,5,5.6,2.8,Jan-19,05/01/2019
59,10,4,78,22.9,4.8,22,1035.4,1.7,8.8,3.8,1.6,Jan-19,06/01/2019
44,9.4,7,80.2,19.2,7.7,17,1029,2.3,10,7.4,2.6,Jan-19,07/01/2019
38,8.7,2,69.7,18,12.5,17,1026.1,1.1,8,10.6,4.5,Jan-19,08/01/2019
34,10,1,75,18.3,12,14,1029.2,1.4,4.4,8.5,3.3,Jan-19,09/01/2019
76,11.6,3,87,29.6,1.8,29,1029.5,3.2,5,3,1.7,Jan-19,10/01/2019
59,8.2,5,80,25.5,4,19,1029.2,2.1,7.7,5,2.2,Jan-19,11/01/2019
29,8.2,5.5,76,17,10.2,10,1022.1,2.6,9.8,7.8,2.7,Jan-19,12/01/2019
22,7,7,67.6,9.9,16.3,8,1013.7,2.1,11.1,11.7,6.4,Jan-19,13/01/2019
35,7.5,3,69.5,21.5,10.9,14,1021,1.7,8.5,8,3.3,Jan-19,14/01/2019
31,10.2,5,76,20.5,7.8,12,1019,2.9,8.8,6.1,2.8,Jan-19,15/01/2019
26,8.2,6,84,16.1,11.1,9,1003.8,3.4,9,7.8,3.7,Jan-19,16/01/2019
34,9.1,3,69.6,20.7,9.2,12,1012.9,1.6,4.5,9.2,4.4,Jan-19,17/01/2019
51,12.7,,81,27.8,4.3,20,1017.1,3.3,2.9,5.2,3,Jan-19,18/01/2019
52,10.6,2,80.4,17.7,8.8,19,1010,2.3,4.1,7.2,3.8,Jan-19,19/01/2019
76,11.8,,78,24.2,2.5,27,1018.1,1.7,2.2,2.8,1.2,Jan-19,20/01/2019
93,13.7,1,81,28,2.3,37,1023.2,4,4.1,4,1.7,Jan-19,21/01/2019
34,10.9,1,84.5,27.1,8,12,1003,3.3,5,4.7,2.1,Jan-19,22/01/2019
53,10,,86,23.1,10.1,15,1005,2.1,2,3.6,3,Jan-19,23/01/2019
80,15.2,2,88.2,34.5,1.6,29,1011,5.5,3.6,1.9,1.2,Jan-19,24/01/2019
57,10,6,88,26.3,2.1,20,1013.5,5,8.3,4.5,1.5,Jan-19,25/01/2019
22,8.3,6,87,12.6,12.4,10,1003.7,4.1,8.3,8.5,2.9,Jan-19,26/01/2019
25,8.2,2,74.3,8.5,18.3,11,992.7,2.6,6.1,14.9,7.1,Jan-19,27/01/2019
28,10.6,,69,20,11.5,13,1006.8,1.2,3.2,9.5,4.3,Jan-19,28/01/2019
41,12.7,1.5,77.9,27.2,5.7,16,998.3,2.9,3.3,4.5,1.9,Jan-19,29/01/2019
42,11.8,,84.3,30.2,4.8,16,995.3,2.6,1.6,3.6,1.6,Jan-19,30/01/2019
63,12.8,,85.4,28.4,5.3,25,991.9,4,1.3,9,3.4,Jan-19,31/01/2019
47,9.1,1,92,16.4,11.5,13,987.6,1.1,1.7,9,3,Feb-19,01/02/2019
48,9.5,0.5,78.7,12.4,15.2,14,1007,0.7,2.7,11.3,4.6,Feb-19,02/02/2019
40,12.7,3,78.1,19.3,7.8,15,1023.6,2.6,4.4,4.4,2,Feb-19,03/02/2019
29,8.7,7,86.6,17.7,12.2,11,1018.4,2.8,8,8.4,3.3,Feb-19,04/02/2019
45,9.5,6,87,19.9,4.7,13,1023.4,3.1,7.7,7,2.8,Feb-19,05/02/2019
35,9.2,8,87,20.9,8,13,1018.1,3.2,10,4.1,2.1,Feb-19,06/02/2019
25,10.9,3,70,12,18.5,11,1006.7,3.1,8.7,12.8,4.8,Feb-19,07/02/2019
24,9.1,7.5,81.5,8.8,22,10,998.7,2.6,10.5,13.1,6.2,Feb-19,08/02/2019
29,10.6,2,65,8.8,21.5,13,1001,2.6,9.4,12.7,5,Feb-19,09/02/2019
20,9.1,3,75.5,13.7,15.3,6,996.5,2,6.6,8,2.8,Feb-19,10/02/2019
34,10,1.5,70,24.8,9.3,12,1025.3,1.6,7.2,4,1.6,Feb-19,11/02/2019
46,11.6,5,81,25.2,6.1,17,1033,2.6,7.9,4.6,2,Feb-19,12/02/2019
55,9.5,4.5,82.8,21.5,8,21,1033.1,2.6,7.9,4.5,2,Feb-19,13/02/2019
76,11.8,3.5,80.5,30.1,3.3,31,1032.4,2.5,6.5,3.2,1.5,Feb-19,14/02/2019
89,12.7,2.5,71,30.9,3.4,37,1027.8,3.3,8.1,3,1.3,Feb-19,15/02/2019
70,9.1,8,86.5,22.8,7.4,30,1022.6,2.5,10.6,3.1,1.8,Feb-19,16/02/2019
63,9.1,6,82,17.8,10.8,28,1015.7,2.5,10.8,6,2.1,Feb-19,17/02/2019
40,8.9,7,86,19.1,14.2,17,1015.4,2.7,9,4.5,1.7,Feb-19,18/02/2019
34,9.3,3.5,69,17.9,15.2,16,1019,2.4,8.6,5.4,2.1,Feb-19,19/02/2019
42,9.2,5.5,71.1,15.8,15.5,17,1020,2.6,10,6.3,2.7,Feb-19,20/02/2019
55,9.1,8,82.3,19.2,12.2,21,1026.5,2.7,10,4.6,1.6,Feb-19,21/02/2019
72,10,7,91,26.8,3.4,30,1035,3.8,7.6,3,1.3,Feb-19,22/02/2019
86,9.1,7,81.8,21.2,2.3,33,1034,3.5,8.6,3,1.7,Feb-19,23/02/2019
99,11.8,4,79.2,28,1.8,39,1036,3.2,8,2.5,1.5,Feb-19,24/02/2019
107,12.9,3,63,37.8,1.7,46,1036.5,4.5,8.8,3.3,1.5,Feb-19,25/02/2019
112,13.4,5,60.8,42.4,1.7,52,1033.1,5.3,10,2.3,1.5,Feb-19,26/02/2019
124,12.7,5,66.6,40.3,2,53,1025.5,5,11.1,1.6,1.2,Feb-19,27/02/2019
53,8.9,8,81,23.6,8.7,23,1015.5,3.2,11.6,6.5,2.5,Feb-19,28/02/2019
68,4.8,7.5,87,21.5,8.7,28,1018,1.3,9.4,4.5,1.8,Mar-19,01/03/2019
34,3.6,8,71,10.8,16.9,16,1009.1,1.4,12,9.4,3.9,Mar-19,02/03/2019
21,3.5,9,79,6.4,23.4,9,999.7,1.5,12.2,12.2,5.1,Mar-19,03/03/2019
21,3.2,2.5,72.3,12,17.8,9,996,1.7,8.3,10,4,Mar-19,04/03/2019
24,2.8,2,66,12.5,20.4,12,1003,1.4,10,7.5,3.1,Mar-19,05/03/2019
31,6.4,7.5,76,9.1,20.9,14,989,1.5,12,11.5,5,Mar-19,06/03/2019
18,10,3.5,72.5,8.3,21.1,9,990.5,2.9,8.8,12.1,5.2,Mar-19,07/03/2019
25,9.6,4,71.4,12.3,10.9,11,1009.7,1.5,9,7.5,2.8,Mar-19,08/03/2019
38,,3.5,62,8.7,25.3,19,1011.1,1.5,9.4,10,3.3,Mar-19,09/03/2019
20,2.4,2,72.7,9.3,24.9,7,1010.2,1.3,7.5,14.2,5.7,Mar-19,10/03/2019
23,10.6,-1,58.5,11.7,20.5,11,1023.4,1.5,8.3,12.5,4.5,Mar-19,11/03/2019
18,7.9,6,78.5,9.8,23.6,8,1003.6,1.4,8,13.4,5.6,Mar-19,12/03/2019
28,9.5,2,62,9.8,20.2,14,1008,1.4,8.8,14.4,5.3,Mar-19,13/03/2019
34,8.1,5,67.3,13.2,21.1,13,1005.6,1.8,10.6,12.8,5,Mar-19,14/03/2019
18,7.3,9,75.6,8.7,14.6,7,1007.8,1.7,11.6,11.7,3.6,Mar-19,15/03/2019
22,7.2,7,81,5.3,21.2,10,1002.9,1.4,11.1,15.1,5.8,Mar-19,16/03/2019
18,9,2,76.3,9.8,17.1,6,1006,1.3,7.2,14.5,5.6,Mar-19,17/03/2019
33,9.9,2.5,72.7,21.7,10.2,14,1021,1.7,8.3,10,3.6,Mar-19,18/03/2019
50,10,7,83.8,21.5,5.3,17,1027.5,1.8,10.4,3.7,2.2,Mar-19,19/03/2019
39,9.1,7.5,79,16.5,11.2,14,1032.7,1.6,11.5,4.4,2.1,Mar-19,20/03/2019
42,9,8,75.5,19.6,7.8,16,1032.7,1.9,13,4,2,Mar-19,21/03/2019
51,10,7,80,17.3,9.7,17,1028.7,1.8,10.5,9.1,2.8,Mar-19,22/03/2019
49,9.1,3.5,70,16.7,12.4,18,1032,1.9,10,6.5,2.5,Mar-19,23/03/2019
45,10,1,61,18.1,15,18,1030.5,1.2,9.2,5.5,1.8,Mar-19,24/03/2019
34,10,1.5,55.1,13.6,21.6,16,1032.8,1.1,9,7.6,2,Mar-19,25/03/2019
55,10.9,2,67.7,27.7,6.4,25,1034,1.7,8.5,3.3,2,Mar-19,26/03/2019
43,10,3,61,24.7,13.4,19,1035.4,1.7,10,2.5,1.5,Mar-19,27/03/2019
59,10.9,3,60,26.2,10.2,25,1035.9,2,10.8,3,1.2,Mar-19,28/03/2019
76,12.2,4,66.8,29.6,5.6,35,1030.2,3.3,11.5,2.5,1.5,Mar-19,29/03/2019
102,10.7,6,64,26.1,10.9,46,1021.2,3.3,13.5,2.5,1.2,Mar-19,30/03/2019
34,8.3,3.5,68.8,9.3,24.2,19,1025.6,0.8,9.8,8,3.3,Mar-19,31/03/2019
39,10,3,71.2,15.9,17.5,20,1021.5,2,8.5,7.4,3.3,Apr-19,01/04/2019
44,11.6,4,84.1,22.9,8.1,18,1003.7,4.4,7,4,2,Apr-19,02/04/2019
46,11.6,2,72.5,22.4,10.7,15,999,2.9,5.5,1.8,1.8,Apr-19,03/04/2019
28,10.9,2,68,14.1,19.3,11,995.3,2.5,8,10,4.1,Apr-19,04/04/2019
35,10.6,2.5,59,14.2,20.1,15,1003,2.1,10.5,8.6,5,Apr-19,05/04/2019
52,7.3,6,78.5,11.7,20.6,18,1005.6,0.4,9,5.6,3.8,Apr-19,06/04/2019
108,7.3,7.5,90,11.2,12.2,40,1008.7,0.6,9.4,3,2,Apr-19,07/04/2019
109,8.2,8,82.1,24.9,9,42,1011,1.5,10.5,1.5,1.5,Apr-19,08/04/2019
74,6.5,7,81.2,14.9,15.4,31,1014.1,0.5,9.4,5.1,2.5,Apr-19,09/04/2019
40,8.5,1,61,9.8,24.5,18,1019.6,0.4,8,9.5,3.6,Apr-19,10/04/2019
42,6.4,0,57.8,13.9,22.7,16,1026,1.4,7.2,7,2.4,Apr-19,11/04/2019
49,5.3,0,55,16,20.9,16,1027,1.8,7.7,6.3,2,Apr-19,12/04/2019
45,4.6,0,63,13.8,23.2,15,1027.5,1.8,5.8,6.6,1.8,Apr-19,13/04/2019
88,5.5,3,58.3,19.1,12.5,35,1021.4,2.5,9.2,8.8,3.1,Apr-19,15/04/2019
112,4.2,7,69,27.6,5.7,48,1015,2.2,11.4,2.9,1.2,Apr-19,16/04/2019
115,3.7,7,77.6,22.6,10.3,50,1019,1.9,9,3.3,1.6,Apr-19,17/04/2019
93,9.3,7,69.3,22.4,12.2,44,1023,1.4,9,7.2,2.6,Apr-19,18/04/2019
83,9.1,7,59.2,19.4,20.1,35,1028,1.3,10.9,6.6,2.1,Apr-19,19/04/2019
80,8.7,6.5,55.2,17.4,25.8,33,1029.9,1.2,11.8,5,2.3,Apr-19,20/04/2019
90,10.4,5.5,52,19,30.7,36,1020.8,1.5,11.1,5,1.8,Apr-19,21/04/2019
133,10,7.5,59,22.2,25,51,1005.7,2.4,11.2,5,2.3,Apr-19,22/04/2019
76,9.1,8.5,66.1,25.8,14.1,37,997,2,12.7,3.3,1.8,Apr-19,23/04/2019
55,9.1,9,75.4,18.7,13.8,26,993.6,2.1,11.6,6.6,2.5,Apr-19,24/04/2019
22,9.1,7,74,9.9,22.5,11,999.3,1.7,12,9.1,3.6,Apr-19,25/04/2019
25,9.2,7,70.9,11.9,17.6,12,1010,1.9,12,9.3,3.4,Apr-19,26/04/2019
22,10,3,62.1,7.8,22.8,13,1009.3,1.5,10,16.5,8.7,Apr-19,27/04/2019
28,8.5,5,66,9,21.9,10,1020.2,0.7,11,10.3,4.4,Apr-19,28/04/2019
50,9,6.5,73.5,17.2,14.4,17,1026,0.9,10.8,3.5,1.7,Apr-19,29/04/2019
62,9.5,7,66,20.3,12.4,25,1025,1.7,13.4,4.4,1.8,Apr-19,30/04/2019
59,9.1,7,65.5,20.9,14.9,23,1018.7,1.9,13.5,3,1.5,May-19,01/05/2019
34,3.7,7.5,71.7,16.8,15.2,14,1014.1,1.7,12.7,6.1,2.8,May-19,02/05/2019
38,3.7,7,81,16.8,10.6,13,1014.8,1.6,10,3.2,1.5,May-19,03/05/2019
25,2.9,2,66,8.2,20.7,11,1019.3,0.7,7.7,10.7,4.6,May-19,04/05/2019
38,3,-0.5,56,10.1,22.3,15,1025.5,0.7,10,7.1,2.8,May-19,05/05/2019
27,3,1,56.2,12.6,18.6,11,1022,1.1,10.5,5.3,2.2,May-19,06/05/2019
42,3.7,2.5,52.1,16.5,16,16,1015.2,1.5,12.4,5,2.3,May-19,07/05/2019
35,4.6,8,78.9,13.3,16.2,16,992.5,2.1,11.1,6.7,2.7,May-19,08/05/2019
41,7.3,8.5,83.7,17.8,10.3,15,996.4,2.2,11.8,3.6,1.7,May-19,09/05/2019
42,9.1,6,68.4,17.7,11.2,14,1009,2.3,12.2,2.6,1.4,May-19,10/05/2019
46,6.4,7,73.5,15.2,17.6,16,1019.5,1.1,10.6,4.5,2,May-19,11/05/2019
33,9.1,5,59.7,14,19.5,11,1036.2,0.8,12.4,4.1,1.8,May-19,12/05/2019
30,9.1,5,55.6,15.5,19.5,12,1039.5,1.1,12,5.6,2.2,May-19,13/05/2019
34,8.2,5,53,14.2,20.1,13,1034.4,1.2,13.7,7.1,2.6,May-19,14/05/2019
56,9.1,6.5,57,15.5,20,23,1026.5,1,13.7,5.8,2.1,May-19,15/05/2019
50,8.2,5,56.5,13.6,23.6,20,1019.1,0.8,13.3,6.5,2.4,May-19,16/05/2019
50,7.3,9,81,12.8,17.6,19,1008.5,0.6,11.7,5.4,2.2,May-19,17/05/2019
59,7.3,9,76,17,12.8,20,1006.5,1,13.7,2.6,1,May-19,18/05/2019
67,6.7,10,73.2,16.1,14.9,22,1009.5,0.8,15.4,3,1.3,May-19,19/05/2019
54,6.4,10,67.7,16,15.2,19,1012.4,0.9,16.2,5.2,2.4,May-19,20/05/2019
34,7.3,6.5,54.5,15.2,19.9,14,1018,0.6,16.3,6.8,2.6,May-19,21/05/2019
33,9.1,5,49.5,16.8,19,13,1019.7,2,17,3.5,1.5,May-19,22/05/2019
34,10,6,44.8,17.6,19.9,14,1016.5,2.5,18.6,3.1,1.5,May-19,23/05/2019
38,6.4,8,59.3,14.8,17.5,15,1017,0.7,17.5,5.3,2.1,May-19,24/05/2019
27,5.7,10,58,10.6,15.8,11,1018,0.5,19.1,4.6,2,May-19,25/05/2019
25,6.4,12.5,68,7.3,11.4,10,1013,0.9,18.4,4.5,1.6,May-19,26/05/2019
25,7.3,7,61.2,8.5,13,11,1010.5,0.7,15.3,6.6,2.3,May-19,27/05/2019
22,6.8,7,68.3,10.5,16.2,9,1011.6,0.6,13.3,6.4,2.5,May-19,28/05/2019
32,7.3,9,81.9,12.1,11.2,12,1018.8,2.3,14,5,1.9,May-19,29/05/2019
33,6.4,13,65.5,8.2,9.7,13,1021,2.2,19.6,5,1.6,May-19,30/05/2019
25,5.5,11,64.9,10.3,9.1,10,1023.7,0.7,18.3,4,1.4,May-19,31/05/2019
32,4.9,11,56.2,12.5,11.3,12,1020,0.7,21.5,3.8,1.8,Jun-19,01/06/2019
33,3.7,13.5,61.3,9,16.7,13,1009.9,0.8,20.6,6,2.2,Jun-19,02/06/2019
29,3.7,8,57.7,9.5,19.1,15,1012.4,0.7,16.9,4.5,1.6,Jun-19,03/06/2019
37,4.3,11.5,79,15.7,12.2,17,1005,0.7,15.1,3.9,2,Jun-19,04/06/2019
30,5.5,8.5,64.2,11,14.8,12,1006.5,2.2,15.8,3.6,1.5,Jun-19,05/06/2019
26,2.8,5.5,54,11.7,16.4,11,1010.5,3.4,15.8,5.5,2.5,Jun-19,06/06/2019
34,3.7,11.5,76.3,14.9,12.8,14,1002,0.9,14.3,7.9,3.5,Jun-19,07/06/2019
25,4.6,9,68.4,6.3,16.8,10,1011.1,1.8,14.6,8,2.5,Jun-19,08/06/2019
25,5.5,7,58.9,9.9,13.9,10,1020.4,1.7,15.8,2.8,1.4,Jun-19,09/06/2019
27,3.7,10.5,89.2,12.6,13.6,10,1014.3,1.3,11.6,5.8,3.2,Jun-19,10/06/2019
25,2.8,11,82,9.2,15.4,9,1011,1,13,5.3,2.1,Jun-19,11/06/2019
28,3.7,11,87,14.5,13.1,9,1009.8,1.3,12.7,3.1,1.5,Jun-19,12/06/2019
30,5.5,10,78,10.3,12.8,10,1005.6,1.1,13.7,6.4,2.5,Jun-19,13/06/2019
25,5.5,10,70,10.4,17.5,10,1010.7,1.1,15.8,7.5,2.7,Jun-19,14/06/2019
25,5.5,10,69.4,9.7,18.1,10,1013,1.2,15.6,8.5,3.5,Jun-19,15/06/2019
25,5.5,11,73.5,6.9,16,10,1016.6,1.1,16,7.5,3.4,Jun-19,16/06/2019
27,5.5,10,59,10.5,18.3,11,1017.6,1.1,17.5,7.6,3.4,Jun-19,17/06/2019
38,6.4,13,74.3,18.5,9.9,15,1014.6,1,17,2.7,1.1,Jun-19,18/06/2019
50,5.4,14,87,17,10.2,18,1007.8,1.2,16.6,2.7,1.1,Jun-19,19/06/2019
30,6.4,10,65.4,11.8,10.2,11,1012.4,1.8,16.8,4.7,2.5,Jun-19,20/06/2019
28,6.4,8.5,58.4,13.8,14.2,11,1019.3,1.6,18,5.4,2.6,Jun-19,21/06/2019
32,7.3,10,53.5,12.1,15.5,12,1021,1.6,17.7,8.7,4.1,Jun-19,22/06/2019
61,5.7,15,72,12.4,19.9,23,1017,1.3,19.3,6.7,3.4,Jun-19,23/06/2019
59,7.3,16,72.3,19.2,11.5,26,1015.3,1.5,22,4.3,1.8,Jun-19,24/06/2019
57,6.4,17.5,82,14.4,12.2,20,1018,0.5,19.8,5.2,2.5,Jun-19,25/06/2019
38,3.8,14,79.7,6.5,23,13,1027.5,0.5,16.7,11,4.2,Jun-19,26/06/2019
31,3.7,12,70.7,7.4,20.9,15,1028.3,0.8,16.6,14,6.5,Jun-19,27/06/2019
42,4.3,13,71.2,9.8,17.1,21,1024.7,1.4,17.5,15.8,7.2,Jun-19,28/06/2019
57,4.6,15.5,57.5,15.9,16.4,25,1015.5,2.2,25.8,8.1,3.5,Jun-19,29/06/2019
30,3.7,12.5,60,6.4,18,11,1016,1.3,21.7,14.1,6.6,Jun-19,30/06/2019
21,3.2,10,59.6,8.5,17.1,9,1018.4,1.2,18.8,10,5,Jul-19,01/07/2019
30,3,10,58.5,9.4,16.3,12,1023.9,1.2,18.5,7.7,2.8,Jul-19,02/07/2019
33,3.2,10,56,12.8,15.4,14,1025.7,1.4,18.5,6,2.3,Jul-19,03/07/2019
33,2.8,10,52.3,15.4,16.5,14,1021.9,1.3,21.6,3.7,1.6,Jul-19,04/07/2019
41,2.8,11.5,50.7,15.3,17.9,17,1018.4,1.4,23,5.5,2.3,Jul-19,05/07/2019
29,1.9,13,63.9,9.3,12.9,11,1013.4,1.2,20.6,6,2.7,Jul-19,06/07/2019
30,2.2,11.5,66.6,8.5,13.2,12,1017,1.8,16.4,5.7,2.4,Jul-19,07/07/2019
30,3.7,10,64.2,12.2,17,13,1020.1,2,17,4.6,2.5,Jul-19,08/07/2019
36,3.7,11,62.8,14.1,18.5,15,1020.7,2.2,19.9,4.5,2,Jul-19,09/07/2019
45,3.7,14,60.4,14.6,13.7,18,1018.3,3,21.6,6,2.5,Jul-19,10/07/2019
35,2.2,12,56,13,15.4,14,1012.7,1.6,22,5.1,2.1,Jul-19,11/07/2019
25,1.9,13,60,9.6,16.5,10,1014.5,1.4,21,10.5,4.5,Jul-19,12/07/2019
30,1.1,13,67.1,7.5,15.9,10,1021.8,1.1,19.4,8.1,3,Jul-19,13/07/2019
25,1.9,12,71,6.6,15.4,9,1023,1.3,17,6.2,2.5,Jul-19,14/07/2019
22,2.2,10.5,69.5,8.7,13.9,9,1022.5,0.7,16.9,6.6,2.9,Jul-19,15/07/2019
38,3.2,11,60.1,14.4,17.9,15,1019,1.4,20.7,4.4,2.3,Jul-19,16/07/2019
43,3.7,11.5,55.4,14.4,18,17,1014,1.6,22,4.8,2.5,Jul-19,17/07/2019
38,3.7,13.5,62.2,11.7,12.9,14,1010.3,1.3,20,5.4,2.4,Jul-19,18/07/2019
30,4.6,13,76,11,8.9,12,1011.6,1.7,18,6.9,3,Jul-19,19/07/2019
22,3.8,15,71.2,7,11,9,1007.8,0.6,19.9,8.2,3.6,Jul-19,20/07/2019
25,4.3,12.5,62.1,7.5,9.5,10,1020.6,1.1,20.6,5.6,3,Jul-19,21/07/2019
38,3.7,15.5,68,8.5,10,12,1021.7,1.3,22.3,3.8,1.7,Jul-19,22/07/2019
50,3.8,17,59.7,15,21,21,1018,1.1,25.5,8,3.4,Jul-19,23/07/2019
55,4.6,17,53,18.7,14.3,23,1012,1.7,26.2,3.5,1.5,Jul-19,24/07/2019
59,4.6,17.5,49.4,22.8,21,28,1010.7,1.5,28.7,5.1,2.3,Jul-19,25/07/2019
50,1.9,17,66,15.1,9.3,20,1010.5,0.8,23.3,3,1.1,Jul-19,26/07/2019
30,3.8,15.5,85.2,10.7,9.8,11,1006.8,2.1,18.1,4.1,1.4,Jul-19,27/07/2019
25,2,13,70,7,11.5,10,1005.7,1.1,18.6,9.6,4,Jul-19,28/07/2019
29,2.4,12,56.3,11.5,15.5,12,1008.8,1.3,21.5,5.8,3.2,Jul-19,29/07/2019
32,3.7,14.5,75.1,7.8,16.1,14,1005.5,1.6,18.6,11.4,5.2,Jul-19,30/07/2019
25,3.7,12.5,65.2,8.9,12.2,10,1012,1.8,19.1,9.5,4.8,Jul-19,31/07/2019
35,3.7,13.5,59.7,12.1,15,13,1017,1,20.8,4.7,2.1,Aug-19,01/08/2019
42,3,14,66.5,9.6,19.3,16,1018.8,1,19.8,4.6,2,Aug-19,02/08/2019
35,3.7,14.5,67.7,11.2,14.7,14,1019,1,20.5,3.6,1.9,Aug-19,03/08/2019
40,4.3,15,67.6,10.4,15.5,15,1013.4,1,20.9,4.7,2.4,Aug-19,04/08/2019
30,4,14,65,8.1,14.7,13,1009.7,1,19.7,4.5,1.6,Aug-19,05/08/2019
29,3.7,13.5,75.5,7.1,15.1,13,1004.3,1.1,18.8,8.8,3.7,Aug-19,06/08/2019
27,3.7,13.5,75.7,8.6,13.3,12,1004.6,1.4,18.4,7.7,3,Aug-19,07/08/2019
25,3.7,14.5,64.3,10,11.8,11,1009.5,1.3,21,4.9,2,Aug-19,08/08/2019
29,3.2,16.5,79.2,7.5,13.8,14,1000.7,1.4,20,9,3.3,Aug-19,09/08/2019
38,2.8,13.5,71.5,4.3,20.5,17,1003.6,1,18.1,12.7,6.1,Aug-19,10/08/2019
30,2.8,12,63.3,5.6,17.7,14,1010.9,1,18.3,6.2,2.1,Aug-19,11/08/2019
30,3.7,12,82.2,15.6,8.7,11,1014.1,1.2,15.1,2.3,1.1,Aug-19,12/08/2019
25,5.3,9,58.5,12.3,12.8,10,1017.1,1,17.6,4.8,1.8,Aug-19,13/08/2019
25,3.9,14,84.4,12,8.9,10,1013.4,1.1,16.6,4.3,1.7,Aug-19,14/08/2019
23,3.7,11.5,66.2,9.2,10.2,10,1011.4,1,18.3,8.1,2.7,Aug-19,15/08/2019
26,3.8,13.5,80.7,10.3,7.1,12,1011.7,1.1,16.8,7.8,2.6,Aug-19,16/08/2019
29,4.2,13,72.4,6.5,10.5,13,1004.6,1,17.7,4.5,1.8,Aug-19,17/08/2019
26,4,12.5,79.6,6.8,14.1,11,1004.8,0.7,16.2,3.5,1.7,Aug-19,18/08/2019
27,3.9,11,69.5,9.4,13,12,1013.8,1.2,16.6,4,1.5,Aug-19,19/08/2019
32,4.6,8,59.5,14,14,14,1022.6,0.9,16.2,4,2,Aug-19,20/08/2019
41,5.3,10,60.3,16.4,12.2,16,1026.7,1,17.5,6.1,2.6,Aug-19,21/08/2019
39,4.7,11.5,65.4,12.9,16.9,15,1024.7,1.1,19.1,6.1,2.1,Aug-19,22/08/2019
