pm25,co,dew,humidity,no2,o3,pm10,pressure,so2,temperature,wind-gust,wind-speed,year_month,Date
57,10.6,2,95,22.2,2.3,17,998.9,3.4,1.6,1.6,1.2,Dec-20,07/12/2020
66,12.7,2.5,93.2,24.3,1,22,1003.5,6.6,2.7,1.5,0.8,Dec-20,08/12/2020
46,10.6,3,89.7,21.5,4.3,17,1005.7,3.5,5.4,4.4,2.5,Dec-20,09/12/2020
42,9.4,5,89,14.7,8.8,17,1000,2.1,6.6,6.4,3.4,Dec-20,10/12/2020
44,9,8,93.5,25.4,4,17,986.3,3.1,8.8,2.2,1.5,Dec-20,11/12/2020
46,7.7,4,87.8,16.1,6.5,15,998.8,2.1,8.1,7.3,3.8,Dec-20,12/12/2020
26,8.4,8,92.5,12.2,10.9,10,1003.8,1.4,7,8,3.6,Dec-20,13/12/2020
30,7.1,8,90.7,12.4,19.8,13,999.7,1.8,10.1,8.4,3.6,Dec-20,14/12/2020
31,7.4,7,91.4,17.1,13.7,15,1006,2.7,8.6,6,2.5,Dec-20,15/12/2020
27,8.3,7,90,13,14.6,12,1007.5,1.7,8.8,7.4,3,Dec-20,16/12/2020
27,7.9,7,88,14.1,14.4,13,1014.7,1.7,9.4,6.5,3,Dec-20,17/12/2020
25,6.6,9,90,7,17.8,11,1010.5,1.2,11.1,12.3,4.8,Dec-20,18/12/2020
30,3.2,6.5,86.6,7.8,20.3,12,1005,1.3,10.3,9.9,4.3,Dec-20,19/12/2020
25,3,5,85.7,8.8,21.2,10,1012.1,1.1,7.9,7,3.8,Dec-20,20/12/2020
19,3.2,8.5,92,8.9,16.7,7,1004.4,1.4,12.4,9,3.3,Dec-20,21/12/2020
31,3.6,9,90,18.6,7.8,11,1011,1.3,11,5.6,2.5,Dec-20,22/12/2020
23,8.1,9,93,14.2,13.5,9,1004.1,0.9,11.2,5.1,2,Dec-20,23/12/2020
21,7.6,1,84,5.8,20.2,7,1022,0.4,4.4,12.5,4.8,Dec-20,24/12/2020
25,9.5,-2,82.3,7.6,17.7,8,1030.1,0.2,2,5.2,2.7,Dec-20,25/12/2020
19,7.4,5.5,87.2,6.1,19,7,1017.4,0.6,8.5,11,4.7,Dec-20,26/12/2020
25,5.8,2,88,7.8,20,9,975,1.2,6.2,10.8,5.4,Dec-20,27/12/2020
43,9.4,1,93,15.1,8.6,12,972.5,1.8,2.2,3.1,2,Dec-20,28/12/2020
50,9,0.5,89,11.8,12,13,989.4,1.4,2.7,5,3.1,Dec-20,29/12/2020
51,10.8,0.5,90.4,20.2,3.5,15,1002.4,2.1,1.9,3.8,2.2,Dec-20,30/12/2020
61,10.6,-1,92,16.5,5.9,17,1005,1,0,3.7,2.5,Dec-20,31/12/2020
68,10.6,0,92.6,13.4,6.4,20,1011,1.6,1.6,4.7,2.9,Jan-21,01/01/2021
33,8.6,0,88.4,10.8,10.1,9,1015.5,0.7,3.3,5,2.8,Jan-21,02/01/2021
34,9.5,1.5,90.5,7.7,11.4,9,1017,0.5,3.3,6.4,3.3,Jan-21,03/01/2021
21,9.5,1,88.2,6.7,15.3,7,1019,0.5,3.5,12,4.5,Jan-21,04/01/2021
21,9.5,1,88.2,8.2,12.4,8,1019.5,0.6,3.3,10.6,3.6,Jan-21,05/01/2021
25,9.5,2,89.4,11.7,8.6,9,1019,0.6,3.3,7.3,3,Jan-21,06/01/2021
59,10.6,-1,91,20.2,3.3,19,1018,1.4,0.7,4.2,2.6,Jan-21,07/01/2021
72,11.9,-1,92.4,18.6,2.5,20,1017.8,1.1,0,2.6,1.8,Jan-21,08/01/2021
59,11.1,-1,93,19.7,5.6,17,1026.3,1.1,0.5,3,1.5,Jan-21,09/01/2021
61,12,-1,94,16.2,6.3,17,1025.2,1.3,1.3,4.3,2.8,Jan-21,10/01/2021
29,10,4,86.6,11.7,15.9,10,1016.9,1.8,7.6,9.1,4.4,Jan-21,11/01/2021
25,7.2,5,90.3,16,16,7,1013.6,1.4,7,7.3,3.7,Jan-21,12/01/2021
51,11.6,5,94,23.4,2.3,16,1017.7,2.7,6,2.9,2,Jan-21,13/01/2021
25,8.9,3.5,94,15.7,11.3,7,1015.5,1.7,4.4,6.5,3.4,Jan-21,14/01/2021
57,11.4,0,92.4,21,3.6,19,1030,1.9,1.3,3.8,1.8,Jan-21,15/01/2021
38,11.7,4,90,14.3,9.6,11,1017.9,2.7,5.7,6.8,3.3,Jan-21,16/01/2021
30,9.6,2,82.5,10.9,16.3,13,1024.2,2.1,5.7,5.6,3.6,Jan-21,17/01/2021
30,10.8,3.5,89.4,15.9,12.9,13,1021.6,2.9,6.1,5,2.2,Jan-21,18/01/2021
17,7.8,8,88.9,7,23,7,1004.6,3.7,10.5,12,4,Jan-21,19/01/2021
25,7.1,7,90.4,6.4,23.4,9,988.5,3.2,9.9,13.3,5,Jan-21,20/01/2021
25,6.8,2,80,10.7,20.6,10,985,2,6,8.7,3.4,Jan-21,21/01/2021
34,10.4,1,86.2,18.5,10.9,12,992.8,1.8,4,3.4,1.6,Jan-21,22/01/2021
38,9.7,0,89,18.6,10.9,12,994.7,1.2,1.9,3,2,Jan-21,23/01/2021
46,10.6,-1,92,20.2,8.2,12,996.6,1.5,0.5,2.8,2.5,Jan-21,24/01/2021
45,10.4,-1.5,85.5,22.5,10,13,1009.9,2.3,1.1,4.8,1.8,Jan-21,25/01/2021
38,4.6,2.5,89,19.3,11.8,11,1016.4,1.1,4.3,3.6,2,Jan-21,26/01/2021
42,8.5,7,94,20.3,6.5,13,1010.8,2.2,8.5,2.1,1,Jan-21,27/01/2021
28,6.8,9,92.6,13.2,13,10,1001.1,1.4,10.6,6.3,2.2,Jan-21,28/01/2021
27,6.8,6.5,88.5,12.4,16.3,11,996.9,1.4,9.1,6.8,2.7,Jan-21,29/01/2021
28,8.5,3,92,9.5,12.5,9,997.2,1.3,4.4,10.6,3.3,Jan-21,30/01/2021
38,10.6,-0.5,85.7,12.1,9.5,13,998.4,2.2,2.7,4.7,2,Jan-21,31/01/2021
56,9.5,2,91.8,13.9,6.7,16,998,1.5,3.8,3.8,2,Feb-21,01/02/2021
44,7.7,6.5,89.8,11.4,15,16,994,0.6,10.4,7.3,2.6,Feb-21,02/02/2021
34,9.5,5.5,85.7,16.8,13.1,16,994.5,0.7,8.4,4,2.2,Feb-21,03/02/2021
34,8.5,6.5,93,17.3,10.6,14,1008,0.8,7.5,3.3,1.8,Feb-21,04/02/2021
29,8.5,5.5,90.6,15.4,15.2,11,1008.1,0.7,7.5,3.1,1.8,Feb-21,05/02/2021
41,8.2,5,92,13.3,9.2,12,1006.6,0.7,6.1,3.5,1.8,Feb-21,06/02/2021
30,9.5,-1,87.2,4.4,26.4,12,1003.9,0.6,1,12.2,5.1,Feb-21,07/02/2021
30,11.4,-4.5,86.1,8,23.6,9,1003,0.6,-1.6,10.6,3.6,Feb-21,08/02/2021
25,10.9,-4,85.2,10.7,21.5,10,1006.8,0.6,-0.5,8,2.8,Feb-21,09/02/2021
25,11.6,-5,77.6,11.6,21.7,10,1016.2,0.4,-0.4,7.4,2.8,Feb-21,10/02/2021
54,12.6,-5.5,77,15.6,16.8,18,1027.1,1.3,-1,7.4,2.5,Feb-21,11/02/2021
54,13.7,-7,68.3,12.3,18.6,21,1030.4,1.4,-0.7,11.7,4.5,Feb-21,12/02/2021
46,13.3,-9,60.7,9.8,21.3,18,1032.3,0.9,-0.3,9,2.6,Feb-21,13/02/2021
46,12.8,-5,65.5,8.6,22.7,18,1026,1.2,3,9.6,3.4,Feb-21,14/02/2021
40,10.1,6.5,90.6,13,14.2,14,1018,1.4,8.9,5.4,2,Feb-21,15/02/2021
34,9.3,7,88.4,11.3,18.7,14,1009,1.8,9.4,6.9,2.5,Feb-21,16/02/2021
30,8.5,7,88.7,8.3,23.7,15,1009.9,1.9,10,10,3.6,Feb-21,17/02/2021
25,6.8,4,80.8,9.9,24.1,13,1003.6,1.4,8.8,9,3.4,Feb-21,18/02/2021
29,4.9,5,85,9.2,23.3,14,1008,7.2,9.4,10.2,3.5,Feb-21,19/02/2021
55,4.7,6,69,7.1,22.5,29,1003.3,7.2,13,9.3,3.5,Feb-21,20/02/2021
54,3.6,7,80,10.7,17.3,24,1008.6,7.1,11.6,4.3,1.8,Feb-21,21/02/2021
63,6.4,8,88.5,22.5,4.1,26,1014.2,6.9,9.6,2.2,1,Feb-21,22/02/2021
35,5.3,5.5,74,9.4,18.2,14,1023,7.2,12.1,10.4,3.7,Feb-21,23/02/2021
35,4.6,6.5,72.2,9.1,20.3,18,1022.5,8.2,12.7,9,3.3,Feb-21,24/02/2021
38,4.3,6,76,17.6,15.9,17,1026.8,6.8,10.5,4,2,Feb-21,25/02/2021
50,6.7,1,75,23.4,7.1,20,1037.2,1.9,6.6,2.5,1.5,Feb-21,26/02/2021
69,7,3,79,24.5,8.6,26,1040.5,1.8,6.4,2,1.4,Feb-21,27/02/2021
65,5.6,3,89,11.7,16.6,21,1037.5,6.8,4.8,3.5,1.8,Feb-21,28/02/2021
81,6.3,3.5,87,12.7,12.8,30,1031.6,7.6,5.1,6,2.5,Mar-21,01/03/2021
103,5.8,3,88.3,14.7,5.3,40,1029.8,7.2,5,3.5,1.6,Mar-21,02/03/2021
110,7.4,5,94,21.6,0.7,41,1027.6,2.2,5.5,2.6,1.2,Mar-21,03/03/2021
44,8.5,2.5,89,12.4,14.2,16,1024.6,1.7,5,5.2,2.3,Mar-21,04/03/2021
25,8.9,-2,68.7,10.4,24.7,13,1032.2,1.5,4.1,6.5,2.7,Mar-21,05/03/2021
30,7.4,-1,75.7,12.6,20.8,12,1033.8,1.4,3.7,3.5,1.9,Mar-21,06/03/2021
55,8.5,-4,68.1,14.5,20.3,19,1027.3,1.5,3,2.4,1.5,Mar-21,07/03/2021
87,10.1,0.5,73,27.9,3,36,1023.8,2.5,5.8,2.1,1.6,Mar-21,08/03/2021
60,8.5,1,69.3,18.5,11.7,24,1019.7,2.3,7,4.6,2,Mar-21,09/03/2021
42,5.8,5,86,7.8,24,17,1008,2.2,7.7,12.1,4.5,Mar-21,10/03/2021
30,6.4,3.5,72.6,6.6,22.8,15,995.9,2.5,10,15,6,Mar-21,11/03/2021
25,7.4,2.5,79,8.7,23,13,1001.4,2.3,7.5,10,3.5,Mar-21,12/03/2021
21,6.8,0.5,73.1,6.8,27.4,9,995,2.5,6.6,12.9,4.7,Mar-21,13/03/2021
25,6.6,3,78,6.9,22.1,9,1014,2.1,8.1,9.6,4,Mar-21,14/03/2021
38,5.4,4.5,78,12.4,25.2,13,1020.6,2.3,9,6.8,3.2,Mar-21,15/03/2021
39,4.3,4.5,78.9,11.7,18.3,17,1026.2,2.2,8.3,7,2.6,Mar-21,16/03/2021
42,6.9,3,80.5,11.5,20.1,22,1032.7,1.4,7,6,2.9,Mar-21,17/03/2021
45,7.4,4,87,12.6,16,19,1028.8,1.3,7.7,6.6,3,Mar-21,18/03/2021
25,8.2,1,75.6,8.6,23.4,10,1028.5,1.2,7.1,7.6,3,Mar-21,19/03/2021
42,7.9,4,81,13.9,15.3,14,1031.2,1.3,8.6,3,1.4,Mar-21,20/03/2021
34,7,2,75.6,6.5,20.7,12,1028.4,1.1,8.2,6.5,2.6,Mar-21,21/03/2021
56,9.5,3,75,20.4,13.2,22,1026.1,1.4,8.3,3.6,1.5,Mar-21,22/03/2021
61,1.1,3,76.1,18.6,12.7,25,1024,1.1,7.8,5.3,2.1,Mar-21,23/03/2021
60,1,5,81,14.9,18.3,27,1020.6,1.1,9.9,4.2,1.7,Mar-21,24/03/2021
30,0.4,6,84.6,12.3,18.9,14,1018.6,1.1,9.4,6.4,2.5,Mar-21,25/03/2021
25,0.3,6,82.4,9.5,25.4,13,1010.4,1.2,9.4,8.7,3.4,Mar-21,26/03/2021
25,,1,74.6,7.2,24.6,13,1022,1.1,8.6,9.1,3.2,Mar-21,27/03/2021
33,,6,78.1,5.7,29.2,17,1022.7,1,10.4,10.8,3.9,Mar-21,28/03/2021
38,0.3,5.5,71.8,10.6,26.6,18,1026.6,1.1,11,7.6,2.6,Mar-21,29/03/2021
57,5.5,3.5,57.8,30.3,9.2,26,1027.9,1.4,14,4.1,1.7,Mar-21,30/03/2021
76,5.5,7,62,38,2.7,41,1020,2.1,15.3,2,1,Mar-21,31/03/2021
55,6.4,6,76,9.4,21.3,30,1025,0.7,10.5,10.1,3.7,Apr-21,01/04/2021
23,7.8,0.5,69,4.7,29.9,11,1030,0.5,6.8,10.6,4.1,Apr-21,02/04/2021
34,8.3,0.5,67.7,4.9,31.1,18,1031.6,0.6,6.9,9.7,3.5,Apr-21,03/04/2021
46,8.6,1.5,67.5,8.5,27.2,20,1026.5,0.9,9.2,4.1,2,Apr-21,04/04/2021
27,9.5,-7.5,55,5.8,26.6,13,1018.6,0.6,6.6,10.4,5,Apr-21,05/04/2021
19,10.6,-5,60.2,9.2,19.6,10,1020.3,0.7,3,8.2,3.9,Apr-21,06/04/2021
25,11.6,-4.5,56.8,13.7,17.1,11,1023.4,0.9,5,5.6,2.7,Apr-21,07/04/2021
27,10.9,-2.5,62.5,12.7,16.4,14,1021.7,1.3,8,5.8,2.6,Apr-21,08/04/2021
26,10.6,2.5,74,11.7,18.9,12,1013,1.3,8.5,5.7,2,Apr-21,09/04/2021
27,9.5,2,75,7.7,23.8,12,1013,1,6.3,8,3.2,Apr-21,10/04/2021
23,10.6,-2,73.5,7.8,23.9,9,1018.6,0.7,4,5.8,2.4,Apr-21,11/04/2021
34,11.6,-2,71.5,18.8,14.2,13,1028.4,0.9,4.2,2.8,1.3,Apr-21,12/04/2021
52,12.7,-3,62.1,27.9,8.9,22,1032.3,1.7,7.6,2.8,1.5,Apr-21,13/04/2021
42,10,0,62.5,16,21.6,19,1032.5,0.8,6.9,6,2.2,Apr-21,14/04/2021
24,9,0,72.1,11.5,23.1,12,1032.8,0.7,6.2,5.7,2.1,Apr-21,15/04/2021
33,9.5,-1,67.8,14.3,20.8,14,1031,0.6,6.5,3.2,1.5,Apr-21,16/04/2021
30,10.7,-1.5,54,13.8,23.6,12,1028.9,0.6,7.5,4.3,2,Apr-21,17/04/2021
32,10.9,-1,57.2,14.2,24,13,1024.8,0.7,9,4,1.6,Apr-21,18/04/2021
58,9.5,3.5,68.8,19.9,16.3,26,1021.3,1.1,10.2,3.8,1.8,Apr-21,19/04/2021
76,9.1,5.5,73.2,24,17.3,34,1018,1.4,10.8,3.8,1.8,Apr-21,20/04/2021
69,9.1,5,72.4,16.2,20.7,38,1021,1,8.6,7,3.2,Apr-21,21/04/2021
34,9.9,1.5,69.7,10.6,23,20,1027.2,1.1,7.3,7.6,3.5,Apr-21,22/04/2021
37,9.5,2,63.1,14.7,18.8,18,1028.6,1.4,9,6.6,2.8,Apr-21,23/04/2021
44,9.2,2,65.5,13.1,25.1,18,1027.5,1.1,9.6,8,3,Apr-21,24/04/2021
30,8.5,2,70,5.9,28.1,13,1028,0.7,7.6,10,3.9,Apr-21,25/04/2021
25,9.5,0,65,8.3,29.5,14,1021.5,0.7,6.5,8.6,3.3,Apr-21,26/04/2021
50,11.4,1.5,60,18.6,21.1,23,1009.5,1.1,10,4.1,2,Apr-21,27/04/2021
58,8.8,2,68.4,13.3,22.7,28,1005.9,0.8,8.7,6.6,2.8,Apr-21,28/04/2021
32,5,0,63.3,9.8,27.4,14,1010.9,0.3,8.3,8.4,3.6,Apr-21,29/04/2021
40,3.4,1,65.5,14.1,21.1,16,1014.5,0.6,8.5,3.8,1.7,Apr-21,30/04/2021
45,3.2,2,68.5,10.6,24.3,16,1015.8,1.1,8.5,4.4,2.1,May-21,01/05/2021
53,4.5,2.5,66,13.9,22.1,18,1020,0.5,9.8,3.6,1.5,May-21,02/05/2021
28,2.7,3,73.5,7.1,29.1,14,1015,0.4,9.6,12.5,3.8,May-21,03/05/2021
20,3.2,2,67.6,7.2,26.9,10,1000,1,9.5,15.2,5.8,May-21,04/05/2021
20,5.4,1.5,76.6,11.6,18.5,8,1009,1,6.5,7,2.7,May-21,05/05/2021
25,5.5,0.5,70.4,13.3,15.2,10,1006.5,1.1,8.3,5.3,2.5,May-21,06/05/2021
26,6.4,-1,53.6,11,20.1,13,1015.7,0.8,9.8,6.5,2.5,May-21,07/05/2021
28,0.8,8.5,78.3,7.8,18.1,13,1003.8,1,12.9,9.3,3.6,May-21,08/05/2021
24,0.5,10,72.1,6.2,17.1,10,996.9,1,16.5,7.4,2.6,May-21,09/05/2021
26,1.1,6,74.6,7.7,22.1,13,999.9,1.5,13.4,8.4,3.1,May-21,10/05/2021
26,1.9,6.5,73.5,10.8,19.3,13,1007,1.8,12.4,6.9,2.5,May-21,11/05/2021
28,2.3,5,63.2,8.1,25.2,14,1008.3,2.1,13.5,5.7,2.2,May-21,12/05/2021
35,1.1,8.5,85.4,14.7,15.6,14,1006,1.7,11.1,5.3,2.2,May-21,13/05/2021
41,1.1,6,81.1,11,22.6,14,1008.8,0.7,10.1,4.8,2.1,May-21,14/05/2021
34,1.8,8,85.1,10.9,21.9,13,999.9,1.4,10.6,3.4,1.6,May-21,15/05/2021
25,1,8,89.3,8.3,21.9,10,998,1.3,11.1,4.2,2,May-21,16/05/2021
31,3.2,8.5,88.4,12.8,15.4,10,1005.5,1,11,4.8,1.8,May-21,17/05/2021
30,2.2,8,84.8,12.8,12,11,1013,2.1,11.5,3.6,1.9,May-21,18/05/2021
23,4.3,6,77.7,11.5,18.8,9,1017,0.8,11.1,4.3,2.1,May-21,19/05/2021
28,2.2,7,78.8,9.9,18.3,15,1014,2,12,11,4,May-21,20/05/2021
34,1.4,7,79,5.6,25.7,16,996.2,2.2,11.3,16.3,8.2,May-21,21/05/2021
24,1.9,7,82.5,8.8,16.9,8,1004,1.4,10.2,8.1,3.8,May-21,22/05/2021
22,1.9,5,79.6,6.4,21.3,10,1009,1.2,10.8,9.3,4,May-21,23/05/2021
21,1.7,6.5,84,9.6,25.6,9,1002.5,2.2,10.2,7.1,3.4,May-21,24/05/2021
25,1.7,6,80.5,9.8,16.4,10,1013.3,1.7,10.8,9.8,5.2,May-21,25/05/2021
30,3.2,6,76.4,12.3,15.9,11,1014,1.1,12.2,7,4.1,May-21,26/05/2021
43,2.8,8,68.3,16.5,16.2,16,1020,1.1,15.5,4,2.3,May-21,27/05/2021
53,1.9,9,72.5,17.7,17.2,21,1023,1.7,15.1,4.5,2,May-21,28/05/2021
55,1.7,9,70,12.4,22.3,20,1026.6,1.1,15,5.8,3,May-21,29/05/2021
53,0.9,8.5,82.8,6.6,29.2,17,1027.9,3.7,11.5,8,3.2,May-21,30/05/2021
59,1.1,9,72.8,8.6,27.4,22,1021.6,1.1,15.5,7.6,3.3,May-21,31/05/2021
55,1.4,9,57.6,12.8,30.6,22,1015,1.1,19.1,8,3.5,Jun-21,01/06/2021
57,1.2,10,61.8,17.4,29.2,24,1013,1.8,20.5,7,3.6,Jun-21,02/06/2021
55,1.2,12.5,69.3,9.4,23.4,23,1018.4,1,19.5,6.4,2.5,Jun-21,03/06/2021
38,1.7,13,89,10.4,14.3,13,1022.8,0.3,14.5,4.5,2.7,Jun-21,04/06/2021
42,1.1,9.5,65.2,8.6,17.8,15,1024.1,0.7,17.9,4.6,2,Jun-21,05/06/2021
34,1.1,12,73,9.7,15,13,1024.4,0.7,18.8,3.8,2,Jun-21,06/06/2021
34,1.1,12,71.6,9.3,16.6,12,1024,1,19,4.6,2.3,Jun-21,07/06/2021
36,1.1,11,62.7,10.7,14.8,15,1023,1,19.6,4.2,1.8,Jun-21,08/06/2021
32,1.3,10,65,9.6,18.4,14,1021.6,1,20.9,5.7,2.4,Jun-21,09/06/2021
30,1.1,14.5,77.5,7.6,8.8,13,1020.8,1.1,19.5,5.8,2.2,Jun-21,10/06/2021
29,0.7,13.5,77,7.1,9.3,12,1019.7,1,19.5,6.8,2.7,Jun-21,11/06/2021
35,0.3,11,65.3,6.8,19.5,14,1023.2,0.6,19.4,6.5,3,Jun-21,12/06/2021
50,0.7,12,57.5,9.7,23.6,19,1026.3,0.6,21.9,4.4,1.7,Jun-21,13/06/2021
41,1.3,12.5,62.2,9.6,23.9,17,1020.7,1.1,22.5,6.7,2.8,Jun-21,14/06/2021
34,1,11.5,64,9.1,20.2,18,1021.1,1.1,19.5,7,3.2,Jun-21,15/06/2021
47,1,13.5,67.9,14.3,21.9,20,1011.7,1.3,21.9,5.8,2.3,Jun-21,16/06/2021
50,1.5,17,91,9.9,15.3,17,1010.1,0.9,18.8,5.6,2.4,Jun-21,17/06/2021
21,1.9,13.5,93,6.9,18,8,1012.7,1.1,14.6,7.4,3,Jun-21,18/06/2021
22,2.2,11.5,88.4,5.5,18,10,1013.3,1.1,13.8,4,1.8,Jun-21,19/06/2021
28,2.2,13,90,4.6,17.5,10,1008.7,1.3,14.5,5,1.8,Jun-21,20/06/2021
28,1.9,10,85.5,5.5,22.6,10,1010.8,1.3,12.7,10.8,4.2,Jun-21,21/06/2021
29,1.1,7,69.2,4.7,20.4,13,1019.2,0.6,13.2,9.6,3,Jun-21,22/06/2021
34,1.1,7,62.4,9.2,19.5,14,1023.2,1,15.6,4.7,1.9,Jun-21,23/06/2021
49,2.2,10.5,73.5,14.3,11.2,19,1020.7,1.6,18.3,4,1.6,Jun-21,24/06/2021
30,1.9,12.5,75.3,8.9,13.9,12,1015.5,1.7,16.9,4.8,1.4,Jun-21,25/06/2021
34,1.9,13,72,8,14.5,12,1017.3,1.5,17.5,3.8,1.5,Jun-21,26/06/2021
57,2.2,15,87,5.4,21.3,20,1014.9,1.5,16.9,7.8,3.1,Jun-21,27/06/2021
42,2.2,16,93,8.1,15,15,1013.8,1.7,16.7,4.6,1.5,Jun-21,28/06/2021
45,1.4,12.5,83,6.5,13.7,16,1014.5,1.7,16,6.4,2.4,Jun-21,29/06/2021
30,1.4,11,77.2,7.4,15.6,11,1016.6,1.7,15.2,5.2,2.6,Jun-21,30/06/2021
47,10.5,10,64,10.5,16.5,18,1017.1,1.9,18,4.5,2,Jul-21,01/07/2021
55,11.4,12.5,70,12.8,13.3,21,1015,2.6,19.8,3.5,1.7,Jul-21,02/07/2021
34,11.4,15,81.2,8.6,15.7,13,1011,2.2,18,4.9,2.1,Jul-21,03/07/2021
22,10.7,14,85,5,11.8,10,1006.4,2.5,16.8,5.8,2.3,Jul-21,04/07/2021
25,1.1,11.5,79.5,6.3,15.8,13,1004.1,3.3,16.1,5.9,2.7,Jul-21,05/07/2021
23,1.1,12,84.5,6.5,16.4,11,996.5,2.9,15.3,8.8,3.3,Jul-21,06/07/2021
32,1.1,12.5,80.1,6.9,13.8,13,1010,2.1,16.8,7,2.6,Jul-21,07/07/2021
34,7.7,13,77.6,9.5,14.3,13,1019.7,2.2,18.6,4.2,1.9,Jul-21,08/07/2021
40,7.8,14,70.9,10.7,9.6,16,1020.7,1.4,19,4,1.8,Jul-21,09/07/2021
28,6.4,12,76.5,12.5,10.9,12,1016.3,0.6,16.2,2,1,Jul-21,10/07/2021
31,6,12.5,77.6,9.1,12.2,11,1015.4,0.5,17.1,3.2,2,Jul-21,11/07/2021
28,4.9,14,90.1,11,10.6,11,1011,0.6,16.6,3.2,1.6,Jul-21,12/07/2021
38,4.3,14,80,8.3,16.6,16,1014.8,0.7,18,5,2.3,Jul-21,13/07/2021
34,4.5,13,72,8.1,15.9,14,1017.8,1,19,7,2.6,Jul-21,14/07/2021
28,4.3,13,74,6.9,12.4,12,1022,0.9,18.4,6.8,2.7,Jul-21,15/07/2021
34,5,11.5,66.5,6.9,15.4,16,1026.6,1,19.7,5.2,2,Jul-21,16/07/2021
30,4.9,14,64.5,7.9,15.4,12,1028.3,1,21.5,5.1,2,Jul-21,17/07/2021
43,5.2,15,63.6,13.4,18,17,1024.9,0.5,24.4,4,1.4,Jul-21,18/07/2021
48,5.1,16.5,65.5,15.6,17.6,23,1020.7,1.1,23.7,4,1.5,Jul-21,19/07/2021
53,4.7,17,75.2,16.2,19.4,27,1020,0.8,22.6,4.3,2,Jul-21,20/07/2021
61,4.4,17,66.6,16.2,20.5,31,1022.1,1.1,23.5,4,1.5,Jul-21,21/07/2021
55,4.5,15,62.7,13.8,22.5,31,1023.2,1.1,21.9,4.1,2.5,Jul-21,22/07/2021
38,3.8,14,73.4,8,19.3,17,1017.4,1,18.3,7.1,2.6,Jul-21,23/07/2021
57,3.2,16,84,8.6,18.7,24,1008.3,1,17.8,6,2.2,Jul-21,24/07/2021
55,2.5,16.5,90.1,8.5,18.8,21,1007.3,1,17.6,3.1,1.5,Jul-21,25/07/2021
55,1.9,15.5,82.5,9.8,16.5,23,1010.1,1.2,19.6,2.3,0.8,Jul-21,26/07/2021
32,2,14.5,79.5,8.6,21.5,14,1009,1.6,18.5,4.4,1.3,Jul-21,27/07/2021
27,4.5,13.5,88,7.1,13.8,11,1007,1.6,16.6,5.6,1.5,Jul-21,28/07/2021
26,6.7,10,67,6.2,11.9,13,1010,2.2,17,7,2.2,Jul-21,29/07/2021
26,5.8,12.5,82.2,6.6,13.5,13,1003.8,1.5,16.1,9.2,2.6,Jul-21,30/07/2021
